Geneid,Ensembl,Length
KIT,ENSG00000157404,83517
KITLG,ENSG00000049130,88063
KIZ,ENSG00000088970,120648
KL,ENSG00000133116,49721
KLB,ENSG00000134962,44604
KLC1,ENSG00000126214,152354
KLC2,ENSG00000174996,10567
KLC3,ENSG00000104892,18104
KLC4,ENSG00000137171,34323
KLF1,ENSG00000105610,2780
KLF10,ENSG00000155090,6946
KLF11,ENSG00000172059,11988
KLF12,ENSG00000118922,448834
KLF13,ENSG00000169926,108960
KLF14,ENSG00000266265,3511
KLF15,ENSG00000163884,14824
KLF16,ENSG00000129911,11181
KLF17,ENSG00000171872,16320
KLF2,ENSG00000127528,3860
KLF3,ENSG00000109787,37486
KLF4,ENSG00000136826,5631
KLF5,ENSG00000102554,22566
KLF6,ENSG00000067082,9286
KLF7,ENSG00000118263,99720
KLF8,ENSG00000102349,59176
KLF9,ENSG00000119138,30054
KLHDC1,ENSG00000197776,60532
KLHDC10,ENSG00000128607,65187
KLHDC2,ENSG00000165516,18709
KLHDC3,ENSG00000124702,7196
KLHDC4,ENSG00000104731,69514
KLHDC7A,ENSG00000179023,5045
KLHDC7B,ENSG00000130487,5125
KLHDC8A,ENSG00000162873,21264
KLHDC8B,ENSG00000185909,5249
KLHDC9,ENSG00000162755,1986
KLHL1,ENSG00000150361,407900
KLHL10,ENSG00000161594,12700
KLHL11,ENSG00000178502,16906
KLHL12,ENSG00000117153,37541
KLHL13,ENSG00000003096,219547
KLHL14,ENSG00000197705,100423
KLHL15,ENSG00000174010,43471
KLHL17,ENSG00000187961,5144
KLHL18,ENSG00000114648,64184
KLHL2,ENSG00000109466,115596
KLHL20,ENSG00000076321,71902
KLHL21,ENSG00000162413,23884
KLHL22,ENSG00000099910,55375
KLHL23,ENSG00000213160,82502
KLHL24,ENSG00000114796,48918
KLHL25,ENSG00000183655,35623
KLHL26,ENSG00000167487,34697
KLHL28,ENSG00000179454,117999
KLHL3,ENSG00000146021,118722
KLHL31,ENSG00000124743,17841
KLHL32,ENSG00000186231,216137
KLHL34,ENSG00000185915,3641
KLHL35,ENSG00000149243,10810
KLHL36,ENSG00000135686,24413
KLHL38,ENSG00000175946,9360
KLHL4,ENSG00000102271,152642
KLHL40,ENSG00000157119,9618
KLHL41,ENSG00000239474,16576
KLHL42,ENSG00000087448,23041
KLHL5,ENSG00000109790,82137
KLHL6,ENSG00000172578,68156
KLHL7,ENSG00000122550,72158
KLHL8,ENSG00000145332,80749
KLHL9,ENSG00000198642,15381
KLK1,ENSG00000167748,4642
KLK10,ENSG00000129451,8310
KLK11,ENSG00000167757,5824
KLK12,ENSG00000186474,6139
KLK13,ENSG00000167759,9489
KLK14,ENSG00000129437,9214
KLK15,ENSG00000174562,11925
KLK2,ENSG00000167751,19000
KLK3,ENSG00000142515,5850
KLK4,ENSG00000167749,5045
KLK5,ENSG00000167754,10016
KLK6,ENSG00000167755,11043
KLK7,ENSG00000169035,7632
KLK8,ENSG00000129455,6705
KLK9,ENSG00000213022,7127
KLKB1,ENSG00000164344,33053
KLLN,ENSG00000227268,4376
KLRB1,ENSG00000111796,13366
KLRC1,ENSG00000134545,12422
KLRC2,ENSG00000205809,15447
KLRC3,ENSG00000205810,8281
KLRC4,ENSG00000183542,6699
KLRC4-KLRK1,ENSG00000255819,37794
KLRD1,ENSG00000134539,103551
KLRF1,ENSG00000150045,17527
KLRF2,ENSG00000256797,14345
KLRG1,ENSG00000139187,60717
KLRG2,ENSG00000188883,33050
KLRK1,ENSG00000213809,19522
KMO,ENSG00000117009,63509
KMT2A,ENSG00000118058,90377
KMT2B,ENSG00000272333,20908
KMT2C,ENSG00000055609,301723
KMT2E,ENSG00000005483,174077
KNDC1,ENSG00000171798,66379
KNG1,ENSG00000113889,27082
KNOP1,ENSG00000103550,16616
KNSTRN,ENSG00000128944,11568
KNTC1,ENSG00000184445,99151
KPNA1,ENSG00000114030,93046
KPNA2,ENSG00000182481,11729
KPNA3,ENSG00000102753,95325
KPNA4,ENSG00000186432,70581
KPNA5,ENSG00000196911,60681
KPNA6,ENSG00000025800,68508
KPNA7,ENSG00000185467,76504
KPNB1,ENSG00000108424,36030
KPRP,ENSG00000203786,4032
KPTN,ENSG00000118162,9125
KRAS,ENSG00000133703,45691
KRBA1,ENSG00000133619,19795
KRBA2,ENSG00000184619,19837
KRBOX1,ENSG00000240747,6407
KRBOX4,ENSG00000147121,50168
KRCC1,ENSG00000172086,37050
KREMEN1,ENSG00000183762,95384
KREMEN2,ENSG00000131650,4421
KRI1,ENSG00000129347,12947
KRIT1,ENSG00000001631,48669
KRR1,ENSG00000111615,20774
KRT1,ENSG00000167768,5672
KRT10,ENSG00000186395,4498
KRT12,ENSG00000187242,5921
KRT13,ENSG00000171401,4725
KRT14,ENSG00000186847,4617
KRT15,ENSG00000171346,8785
KRT16,ENSG00000186832,6122
KRT17,ENSG00000128422,5406
KRT18,ENSG00000111057,7224
KRT19,ENSG00000171345,4696
KRT2,ENSG00000172867,7654
KRT20,ENSG00000171431,10310
KRT222,ENSG00000213424,10517
KRT23,ENSG00000108244,14947
KRT24,ENSG00000167916,5762
KRT25,ENSG00000204897,7311
KRT26,ENSG00000186393,5964
KRT27,ENSG00000171446,5743
KRT28,ENSG00000173908,7764
KRT3,ENSG00000186442,6433
KRT31,ENSG00000094796,3888
KRT32,ENSG00000108759,7874
KRT33A,ENSG00000006059,4737
KRT33B,ENSG00000131738,6316
KRT34,ENSG00000131737,4638
KRT35,ENSG00000197079,4442
KRT36,ENSG00000126337,6411
KRT37,ENSG00000108417,4039
KRT38,ENSG00000171360,4830
KRT39,ENSG00000196859,8532
KRT4,ENSG00000170477,7568
KRT40,ENSG00000204889,9421
KRT5,ENSG00000186081,5956
KRT6A,ENSG00000205420,6082
KRT6B,ENSG00000185479,5496
KRT6C,ENSG00000170465,5290
KRT7,ENSG00000135480,19667
KRT71,ENSG00000139648,9237
KRT72,ENSG00000170486,15950
KRT73,ENSG00000186049,10990
KRT74,ENSG00000170484,8062
KRT75,ENSG00000170454,10302
KRT76,ENSG00000185069,9191
KRT77,ENSG00000189182,13899
KRT78,ENSG00000170423,11289
KRT79,ENSG00000185640,12904
KRT8,ENSG00000170421,52773
KRT80,ENSG00000167767,23019
KRT81,ENSG00000205426,5622
KRT82,ENSG00000161850,12405
KRT83,ENSG00000170523,7098
KRT84,ENSG00000161849,7841
KRT85,ENSG00000135443,7476
KRT86,ENSG00000170442,59864
KRT9,ENSG00000171403,6224
KRTAP1-1,ENSG00000188581,910
KRTAP1-3,ENSG00000221880,991
KRTAP1-4,ENSG00000204887,845
KRTAP1-5,ENSG00000221852,1183
KRTAP10-1,ENSG00000215455,1215
KRTAP10-10,ENSG00000221859,1100
KRTAP10-11,ENSG00000243489,1237
KRTAP10-12,ENSG00000189169,873
KRTAP10-2,ENSG00000205445,1149
KRTAP10-3,ENSG00000212935,1006
KRTAP10-4,ENSG00000215454,1643
KRTAP10-5,ENSG00000241123,1150
KRTAP10-6,ENSG00000188155,1238
KRTAP10-7,ENSG00000272804,1578
KRTAP10-8,ENSG00000187766,876
KRTAP10-9,ENSG00000221837,1286
KRTAP11-1,ENSG00000182591,937
KRTAP12-1,ENSG00000187175,588
KRTAP12-2,ENSG00000221864,739
KRTAP12-3,ENSG00000205439,410
KRTAP12-4,ENSG00000212933,447
KRTAP13-1,ENSG00000198390,792
KRTAP13-2,ENSG00000182816,882
KRTAP13-3,ENSG00000240432,547
KRTAP13-4,ENSG00000186971,807
KRTAP15-1,ENSG00000186970,595
KRTAP16-1,ENSG00000212657,1610
KRTAP17-1,ENSG00000186860,799
KRTAP19-1,ENSG00000184351,662
KRTAP19-2,ENSG00000186965,394
KRTAP19-3,ENSG00000244025,552
KRTAP19-4,ENSG00000186967,342
KRTAP19-5,ENSG00000186977,485
KRTAP19-6,ENSG00000186925,330
KRTAP19-7,ENSG00000244362,440
KRTAP19-8,ENSG00000206102,318
KRTAP2-1,ENSG00000212725,776
KRTAP2-2,ENSG00000214518,733
KRTAP2-3,ENSG00000212724,875
KRTAP2-4,ENSG00000213417,764
KRTAP20-1,ENSG00000244624,275
KRTAP20-2,ENSG00000184032,414
KRTAP20-3,ENSG00000206104,273
KRTAP20-4,ENSG00000206105,224
KRTAP21-1,ENSG00000187005,414
KRTAP21-2,ENSG00000187026,466
KRTAP21-3,ENSG00000231068,253
KRTAP22-1,ENSG00000186924,296
KRTAP22-2,ENSG00000206106,293
KRTAP23-1,ENSG00000186980,208
KRTAP24-1,ENSG00000188694,1642
KRTAP25-1,ENSG00000232263,370
KRTAP26-1,ENSG00000197683,1192
KRTAP27-1,ENSG00000206107,682
KRTAP29-1,ENSG00000212658,1026
KRTAP3-1,ENSG00000212901,10804
KRTAP3-2,ENSG00000212900,714
KRTAP3-3,ENSG00000212899,735
KRTAP4-1,ENSG00000198443,812
KRTAP4-11,ENSG00000212721,1193
KRTAP4-12,ENSG00000213416,1092
KRTAP4-16P,,
KRTAP4-2,ENSG00000244537,776
KRTAP4-3,ENSG00000196156,991
KRTAP4-4,ENSG00000171396,1100
KRTAP4-5,ENSG00000198271,902
KRTAP4-6,ENSG00000198090,1112
KRTAP4-7,ENSG00000240871,995
KRTAP4-8,ENSG00000204880,1162
KRTAP4-9,ENSG00000212722,1100
KRTAP5-1,ENSG00000205869,942
KRTAP5-10,ENSG00000204572,1173
KRTAP5-11,ENSG00000204571,21499
KRTAP5-2,ENSG00000205867,1118
KRTAP5-3,ENSG00000196224,899
KRTAP5-4,ENSG00000241598,1181
KRTAP5-5,ENSG00000185940,1156
KRTAP5-6,ENSG00000205864,561
KRTAP5-7,ENSG00000244411,1403
KRTAP5-8,ENSG00000241233,1185
KRTAP5-9,ENSG00000254997,1189
KRTAP6-1,ENSG00000184724,500
KRTAP6-2,ENSG00000186930,313
KRTAP6-3,ENSG00000212938,616
KRTAP7-1,ENSG00000274749,721
KRTAP8-1,ENSG00000183640,578
KRTAP9-1,ENSG00000240542,753
KRTAP9-2,ENSG00000239886,1005
KRTAP9-3,ENSG00000204873,1006
KRTAP9-4,ENSG00000241595,967
KRTAP9-6,ENSG00000212659,483
KRTAP9-7,ENSG00000180386,510
KRTAP9-8,ENSG00000187272,1006
KRTAP9-9,ENSG00000198083,981
KRTCAP2,ENSG00000163463,4068
KRTCAP3,ENSG00000157992,4145
KRTDAP,ENSG00000188508,8235
KSR1,ENSG00000141068,169991
KTI12,ENSG00000198841,1708
KTN1,ENSG00000126777,142455
KXD1,ENSG00000105700,11705
KY,ENSG00000174611,51714
KYNU,ENSG00000115919,178221
L1CAM,ENSG00000198910,24694
L1TD1,ENSG00000240563,40804
L2HGDH,ENSG00000087299,74667
L3HYPDH,ENSG00000126790,24046
L3MBTL1,ENSG00000185513,61513
L3MBTL2,ENSG00000100395,25992
L3MBTL3,ENSG00000198945,127751
L3MBTL4,ENSG00000154655,462718
LA16C-380H5.3,,
LACC1,ENSG00000179630,16175
LACE1,,
LACRT,ENSG00000135413,4085
LACTB,ENSG00000103642,20229
LACTB2,ENSG00000147592,38077
LAD1,ENSG00000159166,19083
LAG3,ENSG00000089692,6096
LAGE3,ENSG00000196976,1507
LAIR1,ENSG00000167613,19175
LAIR2,ENSG00000167618,12809
LALBA,ENSG00000167531,2383
LAMA1,ENSG00000101680,176118
LAMA3,ENSG00000053747,266770
LAMA4,ENSG00000112769,148863
LAMA5,ENSG00000130702,59358
LAMB1,ENSG00000091136,80720
LAMB2,ENSG00000172037,12006
LAMB3,ENSG00000196878,38237
LAMB4,ENSG00000091128,106814
LAMC1,ENSG00000135862,122173
LAMC2,ENSG00000058085,59071
LAMC3,ENSG00000050555,85325
LAMP1,ENSG00000185896,26587
LAMP2,ENSG00000005893,43218
LAMP3,ENSG00000078081,41640
LAMP5,ENSG00000125869,16226
LAMTOR1,ENSG00000149357,17403
LAMTOR2,ENSG00000116586,3773
LAMTOR3,ENSG00000109270,16093
LAMTOR4,ENSG00000188186,7033
LAMTOR5,ENSG00000134248,6694
LANCL1,ENSG00000115365,50522
LANCL2,ENSG00000132434,68405
LANCL3,ENSG00000147036,112895
LAP3,ENSG00000002549,30778
LAPTM4A,ENSG00000068697,19045
LAPTM4B,ENSG00000104341,77957
LAPTM5,ENSG00000162511,25391
LARGE,,
LARP1,ENSG00000155506,134620
LARP1B,ENSG00000138709,162131
LARP4,ENSG00000161813,87625
LARP4B,ENSG00000107929,124907
LARP6,ENSG00000166173,25028
LARP7,ENSG00000174720,20869
LARS,,
LARS2,ENSG00000011376,166200
LAS1L,ENSG00000001497,96270
LASP1,ENSG00000002834,52587
LAT,ENSG00000213658,5977
LAT2,ENSG00000086730,34803
LATS1,ENSG00000131023,59953
LATS2,ENSG00000150457,88575
LAX1,ENSG00000122188,12999
LAYN,ENSG00000204381,21466
LBH,ENSG00000213626,92197
LBHD1,ENSG00000162194,9451
LBP,ENSG00000129988,31030
LBR,ENSG00000143815,28026
LBX1,ENSG00000138136,4222
LBX2,ENSG00000179528,5800
LCA5,ENSG00000135338,60148
LCA5L,ENSG00000157578,40671
LCAT,ENSG00000213398,4382
LCE1A,ENSG00000186844,625
LCE1B,ENSG00000196734,1138
LCE1C,ENSG00000197084,1820
LCE1E,ENSG00000186226,2213
LCE1F,ENSG00000240386,1885
LCE2A,ENSG00000187173,1098
LCE2B,ENSG00000159455,1275
LCE2C,ENSG00000187180,1291
LCE2D,ENSG00000187223,1280
LCE3A,ENSG00000185962,270
LCE3B,ENSG00000187238,288
LCE3C,ENSG00000244057,853
LCE3D,ENSG00000163202,1136
LCE3E,ENSG00000185966,1127
LCE4A,ENSG00000187170,1275
LCE5A,ENSG00000186207,1375
LCE6A,ENSG00000235942,1128
LCK,ENSG00000182866,34927
LCLAT1,ENSG00000172954,197005
LCMT1,ENSG00000205629,66501
LCMT2,ENSG00000168806,6934
LCN1,ENSG00000160349,5103
LCN10,ENSG00000187922,5190
LCN12,ENSG00000184925,5947
LCN15,ENSG00000177984,6622
LCN2,ENSG00000148346,4383
LCN6,ENSG00000267206,4509
LCN8,ENSG00000204001,4158
LCN9,ENSG00000148386,3653
LCNL1,ENSG00000214402,4507
LCOR,ENSG00000196233,164154
LCORL,ENSG00000178177,180807
LCP1,ENSG00000136167,85952
LCP2,ENSG00000043462,51588
LCT,ENSG00000115850,49335
LCTL,ENSG00000188501,18820
LDAH,ENSG00000118961,139117
LDB1,ENSG00000198728,13880
LDB2,ENSG00000169744,397391
LDB3,ENSG00000122367,69496
LDHA,ENSG00000134333,14079
LDHAL6A,ENSG00000166800,23778
LDHAL6B,ENSG00000171989,1746
LDHB,ENSG00000111716,122551
LDHC,ENSG00000166796,39758
LDHD,ENSG00000166816,4928
LDLR,ENSG00000130164,44413
LDLRAD1,ENSG00000203985,10897
LDLRAD2,ENSG00000187942,12961
LDLRAD3,ENSG00000179241,288158
LDLRAD4,ENSG00000168675,436583
LDLRAP1,ENSG00000157978,47628
LDOC1,ENSG00000182195,65525
LDOC1L,,
LEAP2,ENSG00000164406,1603
LECT1,,
LECT2,ENSG00000145826,32705
LEF1,ENSG00000138795,121412
LEFTY1,ENSG00000243709,25104
LEFTY2,ENSG00000143768,4786
LEKR1,ENSG00000197980,220649
LELP1,ENSG00000203784,1691
LEMD1,ENSG00000186007,74577
LEMD2,ENSG00000161904,17947
LEMD3,ENSG00000174106,79014
LENEP,ENSG00000163352,730
LENG1,ENSG00000105617,4561
LENG4,,
LENG8,ENSG00000167615,12866
LENG9,ENSG00000275183,2047
LEO1,ENSG00000166477,33767
LEP,ENSG00000174697,16352
LEPR,ENSG00000116678,220908
LEPROT,ENSG00000213625,15421
LEPROTL1,ENSG00000104660,81801
LETM1,ENSG00000168924,44754
LETM2,ENSG00000165046,23321
LETMD1,ENSG00000050426,12465
LEUTX,ENSG00000213921,9697
LFNG,ENSG00000106003,16649
LGALS1,ENSG00000100097,4170
LGALS12,ENSG00000133317,13716
LGALS13,ENSG00000105198,4951
LGALS14,ENSG00000006659,4964
LGALS16,ENSG00000249861,4735
LGALS2,ENSG00000100079,12369
LGALS3,ENSG00000131981,26671
LGALS3BP,ENSG00000108679,8725
LGALS4,ENSG00000171747,11400
LGALS7,ENSG00000205076,2550
LGALS7B,ENSG00000178934,2555
LGALS8,ENSG00000116977,34982
LGALS9,ENSG00000168961,19764
LGALS9B,ENSG00000170298,18154
LGALS9C,ENSG00000171916,18209
LGALSL,ENSG00000119862,7413
LGI1,ENSG00000108231,48433
LGI2,ENSG00000153012,32119
LGI3,ENSG00000168481,10261
LGI4,ENSG00000153902,17942
LGMN,ENSG00000100600,47334
LGR4,ENSG00000205213,106861
LGR5,ENSG00000139292,146514
LGR6,ENSG00000133067,126090
LGSN,ENSG00000146166,44033
LHB,ENSG00000104826,1112
LHCGR,ENSG00000138039,68957
LHFP,,
LHFPL1,ENSG00000182508,54809
LHFPL2,ENSG00000145685,284807
LHFPL3,ENSG00000187416,579959
LHFPL4,ENSG00000156959,55463
LHFPL5,ENSG00000197753,48192
LHPP,ENSG00000107902,156097
LHX1,ENSG00000273706,7829
LHX2,ENSG00000106689,31632
LHX3,ENSG00000107187,8879
LHX4,ENSG00000121454,48797
LHX5,ENSG00000089116,10248
LHX6,ENSG00000106852,27050
LHX8,ENSG00000162624,33100
LHX9,ENSG00000143355,23577
LIAS,ENSG00000121897,26106
LIF,ENSG00000128342,6307
LIFR,ENSG00000113594,133687
LIG1,ENSG00000105486,55210
LIG3,ENSG00000005156,29282
LIG4,ENSG00000174405,10930
LILRA1,ENSG00000104974,8800
LILRA2,ENSG00000239998,17368
LILRA3,ENSG00000276175,12299
LILRA4,ENSG00000239961,5978
LILRA5,ENSG00000187116,6126
LILRA6,ENSG00000244482,6201
LILRB1,ENSG00000104972,21714
LILRB2,ENSG00000131042,7373
LILRB3,ENSG00000204577,7229
LILRB4,ENSG00000186818,26471
LILRB5,ENSG00000105609,7919
LIM2,ENSG00000105370,8356
LIMA1,ENSG00000050405,107737
LIMCH1,ENSG00000064042,340476
LIMD1,ENSG00000144791,130948
LIMD2,ENSG00000136490,5290
LIME1,ENSG00000203896,2824
LIMK1,ENSG00000106683,39595
LIMK2,ENSG00000182541,68772
LIMS1,ENSG00000169756,153576
LIMS2,ENSG00000072163,43406
LIMS3,ENSG00000256977,27198
LIMS3L,,
LIN28A,ENSG00000131914,18912
LIN28B,ENSG00000187772,146717
LIN37,ENSG00000267796,6159
LIN52,ENSG00000205659,116538
LIN54,ENSG00000189308,103011
LIN7A,ENSG00000111052,145415
LIN7B,ENSG00000104863,4137
LIN7C,ENSG00000148943,12352
LIN9,ENSG00000183814,78721
LINC00116,,
LINC00493,,
LINC01556,ENSG00000204709,22012
LINGO1,ENSG00000169783,207874
LINGO2,ENSG00000174482,1275985
LINGO3,ENSG00000220008,21011
LINGO4,ENSG00000213171,5156
LINS,,
LIPA,ENSG00000107798,202538
LIPC,ENSG00000166035,160070
LIPE,ENSG00000079435,25892
LIPF,ENSG00000182333,14374
LIPG,ENSG00000101670,38487
LIPH,ENSG00000163898,46356
LIPI,ENSG00000188992,102143
LIPJ,ENSG00000204022,20224
LIPK,ENSG00000204021,46528
LIPM,ENSG00000173239,17817
LIPN,ENSG00000204020,19645
LIPT1,ENSG00000144182,8225
LIPT2,ENSG00000175536,3206
LITAF,ENSG00000189067,89521
LIX1,ENSG00000145721,50980
LIX1L,ENSG00000271601,24595
LKAAEAR1,ENSG00000171695,1592
LLGL1,ENSG00000131899,19308
LLGL2,ENSG00000073350,50136
LLNLR-260H6.1,,
LLPH,ENSG00000139233,14196
LMAN1,ENSG00000074695,31443
LMAN1L,ENSG00000140506,13042
LMAN2,ENSG00000169223,36036
LMAN2L,ENSG00000114988,35092
LMBR1,ENSG00000105983,224280
LMBR1L,ENSG00000139636,13765
LMBRD1,ENSG00000168216,194480
LMBRD2,ENSG00000164187,53515
LMCD1,ENSG00000071282,73082
LMF1,ENSG00000103227,127685
LMF2,ENSG00000100258,4786
LMLN,ENSG00000185621,83521
LMNA,ENSG00000160789,57510
LMNB1,ENSG00000113368,60610
LMNB2,ENSG00000176619,29355
LMNTD1,ENSG00000152936,239273
LMNTD2,ENSG00000185522,5889
LMO1,ENSG00000166407,44444
LMO2,ENSG00000135363,33503
LMO3,ENSG00000048540,65021
LMO4,ENSG00000143013,20496
LMO7,ENSG00000136153,239437
LMO7DN,ENSG00000178734,13239
LMOD1,ENSG00000163431,50096
LMOD2,ENSG00000170807,8425
LMOD3,ENSG00000163380,16968
LMTK2,ENSG00000164715,102779
LMTK3,ENSG00000142235,28665
LMX1A,ENSG00000162761,154849
LMX1B,ENSG00000136944,87105
LNP1,ENSG00000206535,56372
LNPEP,ENSG00000113441,102120
LNX1,ENSG00000072201,242105
LNX2,ENSG00000139517,75434
LOH12CR1,,
LONP1,ENSG00000196365,28739
LONP2,ENSG00000102910,118856
LONRF1,ENSG00000154359,34168
LONRF2,ENSG00000170500,50627
LONRF3,ENSG00000175556,48312
LOR,,
LOX,ENSG00000113083,15440
LOXHD1,ENSG00000167210,180249
LOXL1,ENSG00000129038,26149
LOXL2,ENSG00000134013,128432
LOXL3,ENSG00000115318,23461
LOXL4,ENSG00000138131,20961
LPA,ENSG00000198670,132794
LPAR1,ENSG00000198121,167091
LPAR2,ENSG00000064547,5292
LPAR3,ENSG00000171517,81940
LPAR4,ENSG00000147145,11045
LPAR5,ENSG00000184574,17610
LPAR6,ENSG00000139679,55138
LPCAT1,ENSG00000153395,67803
LPCAT2,ENSG00000087253,77673
LPCAT3,ENSG00000111684,42363
LPCAT4,ENSG00000176454,8907
LPGAT1,ENSG00000123684,90218
LPIN1,ENSG00000134324,149866
LPIN2,ENSG00000101577,128050
LPL,ENSG00000175445,65551
LPO,ENSG00000167419,49971
LPP,ENSG00000145012,737678
LPPR2,,
LPPR3,,
LPPR4,,
LPPR5,,
LPXN,ENSG00000110031,51350
LRAT,ENSG00000121207,126176
LRBA,ENSG00000198589,751321
LRCH1,ENSG00000136141,199873
LRCH2,ENSG00000130224,123481
LRCH3,ENSG00000186001,97211
LRCH4,ENSG00000077454,12151
LRCOL1,ENSG00000204583,7433
LRFN1,ENSG00000128011,14401
LRFN2,ENSG00000156564,195774
LRFN3,ENSG00000126243,11267
LRFN4,ENSG00000173621,3930
LRFN5,ENSG00000165379,297817
LRG1,ENSG00000171236,3666
LRGUK,ENSG00000155530,137297
LRIF1,ENSG00000121931,17337
LRIG1,ENSG00000144749,122470
LRIG2,ENSG00000198799,59082
LRIG3,ENSG00000139263,48515
LRIT1,ENSG00000148602,10027
LRIT2,ENSG00000204033,4974
LRIT3,ENSG00000183423,26303
LRMP,,
LRP1,ENSG00000123384,84879
LRP10,ENSG00000197324,10005
LRP11,ENSG00000120256,45668
LRP12,ENSG00000147650,100028
LRP1B,ENSG00000168702,1899594
LRP2,ENSG00000081479,235426
LRP2BP,ENSG00000109771,33634
LRP3,ENSG00000130881,31262
LRP4,ENSG00000134569,61926
LRP5,ENSG00000162337,136829
LRP5L,ENSG00000100068,53663
LRP6,ENSG00000070018,151161
LRP8,ENSG00000157193,86106
LRPAP1,ENSG00000163956,28835
LRPPRC,ENSG00000138095,110003
LRR1,ENSG00000165501,15912
LRRC1,ENSG00000137269,129629
LRRC10,ENSG00000198812,2344
LRRC10B,ENSG00000204950,2270
LRRC14,ENSG00000160959,7214
LRRC14B,ENSG00000185028,4840
LRRC15,ENSG00000172061,14495
LRRC16A,,
LRRC17,ENSG00000128606,32171
LRRC18,ENSG00000165383,30361
LRRC19,ENSG00000184434,12574
LRRC2,ENSG00000163827,91713
LRRC20,ENSG00000172731,83681
LRRC23,ENSG00000010626,40673
LRRC24,ENSG00000254402,4646
LRRC25,ENSG00000175489,6486
LRRC26,ENSG00000184709,1294
LRRC27,ENSG00000148814,49355
LRRC28,ENSG00000168904,139793
LRRC29,,
LRRC3,ENSG00000160233,6707
LRRC30,ENSG00000206422,956
LRRC31,ENSG00000114248,32084
LRRC32,ENSG00000137507,13345
LRRC34,ENSG00000171757,19984
LRRC36,ENSG00000159708,58407
LRRC37A,ENSG00000176681,45345
LRRC37A2,ENSG00000238083,45403
LRRC37A3,ENSG00000176809,65351
LRRC37B,ENSG00000185158,46122
LRRC38,ENSG00000162494,39031
LRRC39,ENSG00000122477,29844
LRRC3B,ENSG00000179796,94766
LRRC3C,ENSG00000204913,17268
LRRC4,ENSG00000128594,5058
LRRC40,ENSG00000066557,62229
LRRC41,ENSG00000132128,42421
LRRC42,ENSG00000116212,22124
LRRC45,ENSG00000169683,7860
LRRC46,ENSG00000141294,6086
LRRC47,ENSG00000130764,17953
LRRC48,,
LRRC49,ENSG00000137821,200420
LRRC4B,ENSG00000131409,51544
LRRC4C,ENSG00000148948,1346300
LRRC52,ENSG00000162763,19958
LRRC55,ENSG00000183908,9971
LRRC56,ENSG00000161328,18085
LRRC57,ENSG00000180979,10983
LRRC58,ENSG00000163428,24901
LRRC59,ENSG00000108829,23169
LRRC6,,
LRRC61,ENSG00000127399,14894
LRRC66,ENSG00000188993,26750
LRRC69,ENSG00000214954,117426
LRRC7,ENSG00000033122,584024
LRRC70,ENSG00000186105,2628
LRRC71,ENSG00000160838,12464
LRRC73,ENSG00000204052,3424
LRRC74A,ENSG00000100565,43933
LRRC75A,ENSG00000181350,50661
LRRC75B,ENSG00000178026,7589
LRRC8A,ENSG00000136802,35910
LRRC8B,ENSG00000197147,73033
LRRC8C,ENSG00000171488,137197
LRRC8D,ENSG00000171492,115634
LRRC8E,ENSG00000171017,13522
LRRCC1,ENSG00000133739,38965
LRRD1,ENSG00000240720,37889
LRRFIP1,ENSG00000124831,186129
LRRFIP2,ENSG00000093167,131064
LRRIQ3,ENSG00000162620,172173
LRRK1,ENSG00000154237,158931
LRRK2,ENSG00000188906,172542
LRRN1,ENSG00000175928,50457
LRRN2,ENSG00000170382,68569
LRRN3,ENSG00000173114,34449
LRRN4,ENSG00000125872,22938
LRRN4CL,ENSG00000177363,3204
LRRTM1,ENSG00000162951,16402
LRRTM2,ENSG00000146006,6448
LRRTM3,ENSG00000198739,175516
LRRTM4,ENSG00000176204,845635
LRSAM1,ENSG00000148356,52035
LRTM1,ENSG00000144771,48858
LRTM2,ENSG00000166159,16487
LRTOMT,ENSG00000284922,30452
LRWD1,ENSG00000161036,8569
LSAMP,ENSG00000185565,2195219
LSG1,ENSG00000041802,31673
LSM1,ENSG00000175324,13396
LSM10,ENSG00000181817,6708
LSM11,ENSG00000155858,16998
LSM12,ENSG00000161654,33292
LSM14A,ENSG00000257103,56877
LSM14B,ENSG00000149657,14285
LSM2,ENSG00000204392,9596
LSM3,ENSG00000170860,22322
LSM4,ENSG00000130520,16882
LSM5,ENSG00000106355,9946
LSM6,ENSG00000164167,28752
LSM7,ENSG00000130332,7093
LSM8,ENSG00000128534,20060
LSMEM1,ENSG00000181016,10210
LSMEM2,ENSG00000179564,9087
LSP1,ENSG00000130592,41364
LSR,ENSG00000105699,19638
LSS,ENSG00000160285,40700
LST1,ENSG00000204482,2787
LTA,ENSG00000226979,2271
LTA4H,ENSG00000111144,42768
LTB,ENSG00000227507,1998
LTB4R,ENSG00000213903,6587
LTB4R2,ENSG00000213906,6320
LTBP1,ENSG00000049323,453038
LTBP2,ENSG00000119681,114196
LTBP3,ENSG00000168056,20372
LTBP4,ENSG00000090006,36939
LTBR,ENSG00000111321,16527
LTC4S,ENSG00000213316,2668
LTF,ENSG00000012223,49590
LTK,ENSG00000062524,10254
LTN1,ENSG00000198862,64813
LTV1,ENSG00000135521,20487
LUC7L,ENSG00000007392,40503
LUC7L2,ENSG00000146963,85138
LUC7L3,ENSG00000108848,36655
LUM,ENSG00000139329,8884
LURAP1,ENSG00000171357,17923
LURAP1L,ENSG00000153714,48041
